created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at,,supporting
10/15/2020 0:38,1.32E+18,#ConvictedBigot #Branstad tells another tall tale. Did #Trump teach him 2 lie w/ a straight face? Best covid response in US when our 14 day infection rate is bouncing twixt #1 &amp; #4 in the US? 61 nursing homes infected? Home rule on masks gutted? #TrumpRallyDesMoines #IaPolitics https://t.co/S4Kzhx4ufQ,7,5,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37722,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,04:03.0,,joe_biden
10/15/2020 1:13,1.32E+18,"""Melania Trump says son Barron tested positive for #COVID19, had no symptoms""

What the hell is this...?! Barron #Trump was an 8yo kid just ~last year!

Now...?! The dude looks like...(?) a ~30yo Ivan Drago!

#usatoday ...wtf?!

https://t.co/oomjdybzzO
@usatoday",0,0,Twitter Web App,9.14E+17,J. Mac Jordan,J_MacJordan,"PhD in #Philosophy, 2012. Why..? Well, Philosophy is quite lucrative & in demand 😱🤬😠 ...In Philosophy we argue w Logic - I prefer w Vulgarity & Insanity too.",9/28/2017 22:35,280,"Des Moines, USA",41.5910323,-93.6046655,Des Moines,United States of America,North America,Iowa,IA,07:30.1,,joe_biden
10/15/2020 1:32,1.32E+18,"Climate scientists are terrified of a 2nd #Trump term &amp;
#ClimateChange is only one of the reasons...

“I immediately worry about democratic institutions,” he says. “I worry about profound &amp; deep corruption at all levels, including the Justice Department.”

https://t.co/skoflu6Fqc",0,2,Twitter for Android,1941799362,#BLM Jon ⚓,dadiniowa,"Friend, husband & dad

#Art #Peace #Buddhism #SōtōZen #Veteran #Resistance #Zazen #Feminist #BLM #Egalitarian #FBR",10/6/2013 19:28,4550,"Waterloo, Iowa",42.4979693,-92.3329637,Waterloo,United States of America,North America,Iowa,IA,09:02.3,,joe_biden
10/15/2020 2:08,1.32E+18,"Tonight, #trump told Iowa he is leading by 6 points when every poll shows they are basically tied at this point. Does this man know how to say anything factual #TrumpIsALaughingStock",0,0,Twitter for Android,506898394,Lauren Reinhard,LaurSpearr,,2/28/2012 4:44,116,"Ankeny, IA",41.7318715,-93.6003837,,United States of America,North America,Iowa,IA,12:13.4,,joe_biden
10/15/2020 2:26,1.32E+18,"Once #DonaldTrump is no longer President the tea will be spilled. He’ll no longer be protected. 
Over time, the MAGA hat wearers will deny they ever supported him. 

Remember the trump supporters. 

NEVER EVER FORGET WHO THEY ARE.",5,2,Twitter for iPhone,28444641,Amber Missal Romero,AmberLyn3,Dog Mom. Cat Mom. Designer. Cyclist. DSM is home. I wish I was good at Twitter. 😂,4/2/2009 23:16,83,"Des Moines, IA",41.5910323,-93.6046655,Des Moines,United States of America,North America,Iowa,IA,13:43.3,,joe_biden
10/15/2020 2:34,1.32E+18,This does not come as a surprise given what #Trump told Bob Woodward on tape.  Downplaying #COVID19 publicly while he knew how dangerous it was is unforgivable https://t.co/yQZAdoTTGk,0,0,Twitter for iPhone,19472500,Brad Minnick,bjminnick,independent political observer & former diplomat whose journey continues in small town USA!,1/25/2009 1:17,196,"Clayton, NY",42.8547706,-91.3667151,,United States of America,North America,Iowa,IA,14:24.7,,joe_biden
10/15/2020 2:48,1.32E+18,"Iowa: Election news and updates: 
#Iowa #COVID19 hospitalization count highest 5 months. All #Trump has to say is ""I won't come back if I don't win Iowa."" : https://t.co/MaTNu7NERG: #TrumpSuperSpreaderEvent #TrumpSuperSpreader #DesMoines #VoteHimOut",0,0,Twitter Web App,1.30E+18,Sharon Holle,SharonHolle4,"Iowa State Leadership Council at Joe Biden for President, Activist, Runner, weight lifting, swimming, Starbucks Coffee, Red Wine, Friends, #TeamJoe",8/31/2020 5:04,249,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,15:37.1,,joe_biden
10/15/2020 2:53,1.32E+18,"Iowa: Election news and updates: 
#Iowa reports 11 #COVID19 deaths, 1,180 #coronavirus cases as hospitalizations continue to increase yet #Trump holds a rally with no mask or social distancing.: https://t.co/sbfojjt9Wu via @DMRegister : #TrumpSuperSpreaderEvent #VoteHimOut",0,0,Twitter Web App,1.30E+18,Sharon Holle,SharonHolle4,"Iowa State Leadership Council at Joe Biden for President, Activist, Runner, weight lifting, swimming, Starbucks Coffee, Red Wine, Friends, #TeamJoe",8/31/2020 5:04,249,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,16:00.7,,joe_biden
10/15/2020 4:55,1.32E+18,#Trump rally in #DesMoines tonight was packed! Thank you @realDonaldTrump for all you do! #MAGA2020LandslideVictory https://t.co/OVU2EkLUi9,0,0,Twitter for Android,7.39E+17,"To Ride, Shoot Straight & Speak the Truth",Beelezebubba,"Heyoka Warrior, Defender of Liberty, Philosopher King, Reclaimer of Time, Bringer of Truth and A Damn Fine Model American 🇺🇸🇺🇸🇺🇸",6/5/2016 5:42,421,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,25:58.2,,joe_biden
10/15/2020 8:56,1.32E+18,People Are Furious With NBC Over Trump Town Hall https://t.co/4clKkpqyuI #BoycottNBC #DonaldTrump represents lawlessness &amp; Disorder. #FascistTrump #LiarInChief #TrumpDeathCult #JoeBiden #JoeBidenKamalaHarris2020 #ABCNews #AbcTownHall,0,0,Twitter Web App,126313550,Neptune78,OhmsLaw78,#JoeBidenForPresident2020 #JoeBiden #JoeBidenKamalaHarris2020 #FoxNews mostly = #FakeNews Bored with life :-\,3/25/2010 13:12,1021,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,39:14.2,,joe_biden
10/15/2020 11:07,1.32E+18,@kathrynw5 @Bidar411 Cheating is the only way #Trump can win,0,0,Twitter Web App,7.46E+17,LMB,LMarieB1978,When Congress is made to live like the rest of Americans then there will be a true reform in government #BidenHarris2020ToSaveAmerica,6/24/2016 10:55,480,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,45:54.3,,joe_biden
10/15/2020 11:11,1.32E+18,@JenniferJJacobs Its so hard to believe anything that comes out of the White House. There is no proof that #Trump had COVID. I feel like it was a Reality show hoax.,1,0,Twitter Web App,7.46E+17,LMB,LMarieB1978,When Congress is made to live like the rest of Americans then there will be a true reform in government #BidenHarris2020ToSaveAmerica,6/24/2016 10:55,480,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,46:13.7,,joe_biden
10/15/2020 11:39,1.32E+18,@katiecouric I disagree. The ratings will show us who Americans want to listen too. I think it's disgraceful after the way #Trump has treated the Press that any of the you would give him the time of day. All he does is lie and you all help him by airing his lies.,1,0,Twitter Web App,7.46E+17,LMB,LMarieB1978,When Congress is made to live like the rest of Americans then there will be a true reform in government #BidenHarris2020ToSaveAmerica,6/24/2016 10:55,480,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,48:00.5,,joe_biden
10/15/2020 12:06,1.32E+18,"Dueling Town Halls, Barrett Confirmation Latest, Europe Sees A Surge In Covid-19 https://t.co/UbeSxHGKdG #townhalls #DonaldTrump #ACA  #BoycottNBC #NBCnews #ABC #ABCNews #AbcTownHall #JoeBiden #AmyConeyBarrett #SenateConfirmationHearing #FirstAmendment #coronavirus #COVID19 #News",0,0,Twitter Web App,126313550,Neptune78,OhmsLaw78,#JoeBidenForPresident2020 #JoeBiden #JoeBidenKamalaHarris2020 #FoxNews mostly = #FakeNews Bored with life :-\,3/25/2010 13:12,1021,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,50:12.2,,joe_biden
10/15/2020 12:12,1.32E+18,Cheaters! Its the only way #Trump can win is to cheat. https://t.co/ipY4Jbj0nZ,2,0,Twitter Web App,7.46E+17,LMB,LMarieB1978,When Congress is made to live like the rest of Americans then there will be a true reform in government #BidenHarris2020ToSaveAmerica,6/24/2016 10:55,480,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,50:35.7,,joe_biden
10/15/2020 12:17,1.32E+18,@Mark_Aronhalt @IAmJohnAles @nixw20 @pixienic @donwinslow @davenewworld_2 @JoeBiden @KamalaHarris @itsJeffTiedrich @TG22110 @WDCreports My Son in law comes from a wealthy family that votes #Trump. He voted for @JoeBiden like the rest of my family. Why because he is not rich. He is a Postal Carrier and lives in the real world unlike his family.,1,0,Twitter Web App,7.46E+17,LMB,LMarieB1978,When Congress is made to live like the rest of Americans then there will be a true reform in government #BidenHarris2020ToSaveAmerica,6/24/2016 10:55,480,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,50:57.4,,joe_biden
10/15/2020 12:19,1.32E+18,"It doesn't surprise me that the #Liberals impeached #Trump for something that #HunterBidenEmails show him and his father #JoeBiden actually did.  Thats their game plan, blame others for things they did.  

#BidenCrimeFamily #censorship #willtwittertakethisdown",4,2,Twitter for Android,85722699,PolitiPhil,politi_phil,I post political stuff.  If you don't care for it please feel free to not follow my account.  I welcome arguments and debates!  #MAGA #Trump2020,10/28/2009 2:14,540,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,51:11.2,,joe_biden
10/15/2020 12:21,1.32E+18,@johnson_carrie @gtconway3d @JoyceWhiteVance Even #Trump don't want him anymore. He is done using him.,0,0,Twitter Web App,7.46E+17,LMB,LMarieB1978,When Congress is made to live like the rest of Americans then there will be a true reform in government #BidenHarris2020ToSaveAmerica,6/24/2016 10:55,480,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,51:20.2,,joe_biden
10/15/2020 12:34,1.32E+18,"Tonight, #Trump will make himself look like even a bigger incompetent fool and ass.  He says the pandemic is over.  Ok, @MSNBC, you and #ChuckTodd wanted this town hall, then do your job for America.",4,2,Twitter Web App,46021862,Hank Kelly,DiggerDoggg,"This decorated, sucker/loser volunteered to risk his ass 50 years ago in #Vietnam.  Now, the p.o.s. moron #Trump is risking my ass. #VoteVets #resist 🏳️‍🌈....",6/10/2009 3:04,1969,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,52:24.3,,joe_biden
10/15/2020 14:04,1.32E+18,"The truth is out, but sadly there will be no justice. 

Amazing how #DonaldTrump proclaimed there were rogue elements involved even before the official Saudi acknowledgment. 

#jamalkhashoggi  

https://t.co/y16VoChLcL",0,0,Twitter Web App,35428535,Jeeshan Mirza,Jeeshan2000,"Graduate Student, Small Business Enthusiast",4/26/2009 7:56,218,"Waterloo, Ontario",42.4979693,-92.3329637,Waterloo,United States of America,North America,Iowa,IA,59:50.0,,joe_biden
10/15/2020 14:37,1.32E+18,Pot meet kettle...#mangomussolini #trump #DictatorTrump https://t.co/IIjxVo00fC,0,0,Twitter for iPhone,470420099,draCARYss,Kelly9501,"#singleparent, #proud🏳️‍🌈Mama, ❤️my (6) furbabies. organized religion is a scam. #equality #loveisLove #lovethyneighbor #trumpisaracist #lesspeopleMoredogs",1/21/2012 18:57,162,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,03:15.2,,joe_biden
10/15/2020 14:56,1.32E+18,Whose lines are longer??? #Trump's lines may be blocks long for his #SuperSpreaderTrump events. But they are not as long as the lines all across the country of people waiting to vote him out of office. https://t.co/wGiR8DpiNQ,7,3,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37722,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,05:18.0,,joe_biden
10/15/2020 15:05,1.32E+18,"Practicing my post-election #schadenfreude &amp; thinking post-election mindsets of #Trumpers. That Trump drew huge crowds is inarguable. #Trump folks basking in of supporting crowd memories will be confident and stunned. ""How could it happen?"". This tho other facts will be ignored.",4,2,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37722,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,06:19.2,,joe_biden
10/15/2020 15:09,1.32E+18,#MSNBC thanks for the stab in the back by giving #Trump a great big goddamn gift.,2,1,Twitter Web App,46021862,Hank Kelly,DiggerDoggg,"This decorated, sucker/loser volunteered to risk his ass 50 years ago in #Vietnam.  Now, the p.o.s. moron #Trump is risking my ass. #VoteVets #resist 🏳️‍🌈....",6/10/2009 3:04,1969,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,06:36.8,,joe_biden
10/15/2020 15:31,1.32E+18,#Biden &amp; The Left's Completely Dishonest Attack On #Trump's #COVID19 Pandemic Response. #Election2020 https://t.co/yfusnk6jeM,0,0,WordPress.com,2926247928,The Alteran,AlteranNews,Talking News & Politics.,12/11/2014 2:05,63,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,08:38.1,,joe_biden
10/15/2020 15:33,1.32E+18,"So who has longer lines? #Trumpsters trying to get into a #TrumpSuperSpreader event, or early voters in line -- some waiting for as ling as 8 to 12 hours? Historic lines. Historic numbers. Fueled by desire to get rid of #Trump before he destroys the country. #IaPolitics @iowaGOP https://t.co/fULJqy4gol",11,9,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37722,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,08:54.9,,joe_biden
10/15/2020 18:26,1.32E+18,Too damn early in our #Covid and unemployed environment! Too many undercounts in urban areas and a clear GOP bias is created. Thanks for nothing #SCOTUS! Will #Trump &amp; the Senate majority thank you? No. They will be gone. But we will still be here. https://t.co/mzuk6YzKSW,4,3,Twitter Web App,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37722,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,30:11.3,,joe_biden
10/15/2020 18:54,1.32E+18,"@jimtheclarkster @EricTrump Of course, only the rich count with a f'n #Trump.",1,0,Twitter Web App,46021862,Hank Kelly,DiggerDoggg,"This decorated, sucker/loser volunteered to risk his ass 50 years ago in #Vietnam.  Now, the p.o.s. moron #Trump is risking my ass. #VoteVets #resist 🏳️‍🌈....",6/10/2009 3:04,1969,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,33:44.0,,joe_biden
10/15/2020 20:03,1.32E+18,@YOUNGLERA I thought you were against porn?? This is basically softcore porn AND THATS AGAINST GOD! #Trump2020 #MAGA2020LandslideVictory #MAGA #trump #TrumpLandslideVictory2020,1,0,Twitter Web App,1.30E+18,Kathryn Williams,godblessiowa,I am a loving mother of 3 bundles of joy and a stay at home mom. I love our beautiful country with every cell in my body. #antilgbt #aol #antimask #MAGA2020 🐘🍒,8/20/2020 0:47,29,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,42:23.9,,joe_biden
10/15/2020 20:51,1.32E+18,@mercedesschlapp @joelcomm @JoeBiden Who gives a shit?  I wanna know who #Trump owes $400 million to.,0,0,Twitter Web App,46021862,Hank Kelly,DiggerDoggg,"This decorated, sucker/loser volunteered to risk his ass 50 years ago in #Vietnam.  Now, the p.o.s. moron #Trump is risking my ass. #VoteVets #resist 🏳️‍🌈....",6/10/2009 3:04,1969,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,48:01.7,,joe_biden
10/15/2020 21:02,1.32E+18,"Ooooh Joe, if it was legal debt, #Trump would release his taxes.  We get the same ol' shit for years ..""I'm under audit"" https://t.co/UoyII04z0a",0,0,Twitter Web App,46021862,Hank Kelly,DiggerDoggg,"This decorated, sucker/loser volunteered to risk his ass 50 years ago in #Vietnam.  Now, the p.o.s. moron #Trump is risking my ass. #VoteVets #resist 🏳️‍🌈....",6/10/2009 3:04,1969,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,49:22.6,,joe_biden
10/16/2020 0:03,1.32E+18,I’m gonna tell my grandkids this was Donald Trump #DonaldTrump #trump https://t.co/pRSW6jBmTi,1,0,Twitter for iPhone,55327779,King Heemie aka Carlos Paperbag 🍻,HeemieAhmeen,"Disabled US Army Vet, PA (I) 
#blacktrucker
#blackbiker
#peterbilt",7/9/2009 19:04,308,"King of Prussia, PA",41.3738765,-94.506357,,United States of America,North America,Iowa,IA,55:03.8,,joe_biden
10/16/2020 0:25,1.32E+18,"Watched a snippet of the #Trump forum. Do you think he is getting ready to overturn #November election by hook or by crook? If he wasn't why is he talking to his supporters like he does about a ""crooked election""? #TrumpPendingCoupAgainstTheElection?  #Resist @funder",3,5,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37722,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,58:27.2,,joe_biden
10/16/2020 0:43,1.32E+18,"#Trump just said ""underlevered"" 

You'd think a dude who defined themselves by their wealth would know the word ""underleveraged""

#Debate2020 #TownHall",3,0,Twitter for Android,8.24E+17,Willard Mittens,tammyvalanche,"🐷 I step 🧢 on snek 🐍
#EndGunViolence #HumanityFirst #RadicalChristianTerrorists #GOPDeathCult #NotEnoughLifeboats #FakeChristians #FreeBelarus #atheist",1/25/2017 4:12,223,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,03:06.0,,joe_biden
10/16/2020 0:46,1.32E+18,"He’s got no panache or likability, but Trump would make a good Ricky Roma in Mamet’s Glengarry Glenross. He can lie and lie and cheat and steal without batting an eyelash. #Trump #GlengarryGlenross",0,0,Twitter for iPhone,40053909,MDav,nixonsinatra,"Nice person from Iowa. Teacher. Stage Director. Interested in Theatre, Arts & Humanities, and occasionally politics -my expressions and thoughts are my own.",5/14/2009 18:29,189,"Des Moines, Iowa, USA",41.5910323,-93.6046655,Des Moines,United States of America,North America,Iowa,IA,03:50.0,,joe_biden
10/16/2020 1:02,1.32E+18,Anybody else wondering how much this chick was paid to keep nodding her head for anything #trump says? #JoeBidenKamalaHarris2020 #VOTE #townhall #DrainTheSwamp https://t.co/7EtLaovPmd,1,1,Twitter for Android,8.45E+17,LaLa Marie,LaLaMarie402,I'm just a beautiful & broken soul...,3/23/2017 4:45,36,"Central City, NE",42.2038829,-91.5240561,,United States of America,North America,Iowa,IA,09:05.7,,joe_biden
10/16/2020 1:06,1.32E+18,"@ReedHowardVA @RepsForBiden I don't know. I don't know.  Exactly, you don't know shit, #Trump",2,0,Twitter Web App,46021862,Hank Kelly,DiggerDoggg,"This decorated, sucker/loser volunteered to risk his ass 50 years ago in #Vietnam.  Now, the p.o.s. moron #Trump is risking my ass. #VoteVets #resist 🏳️‍🌈....",6/10/2009 3:04,1969,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,10:14.0,,joe_biden
10/16/2020 1:33,1.32E+18,"@DavidCornDC What would #Trump do if he was asked what he would do to improve the country if he lost? Simple, he would go into detail about overthrowing @JoeBiden &amp; the Constitution. #BiglyTraitor",20,2,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37722,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,16:38.1,,joe_biden
10/16/2020 1:35,1.32E+18,"@4lisaguerrero @NBCNews @JoeBiden Bias aside, this is a great point. If ur an actual undecided voter (how??) u pretty much know #trump's plan but u may have wanted to watch the fireworks from his townhall.

Sadly, too many people care about that instead of hearing substance from @JoeBiden.

shame on @NBC.",3,0,TweetDeck,21938901,Mike Wickett 🇺🇲🎙🏈👨‍👧‍👧👩‍👦,mikewickett,"Husband to Leigh.
Father of 3.
Stay-at-home DAD. Podcaster.
I used to be on the radio.
Candy lover. Mute button user. #FamilyFirst",2/25/2009 23:54,11198,"West Des Moines, IA",41.5645337,-93.7595281,,United States of America,North America,Iowa,IA,16:57.1,,joe_biden
10/16/2020 1:39,1.32E+18,"@4lisaguerrero @NBCNews @JoeBiden @nbc which, BTW - is what #trump wanted. As few eyes on @JoeBiden as possible

Entertain (for better or worse), control the media. Provide sound bites so no one is talking about the VP tomorrow.

It was actually brilliant of djt to do it &amp; spineless of @NBC to allow it. @4lisaguerrero",2,0,TweetDeck,21938901,Mike Wickett 🇺🇲🎙🏈👨‍👧‍👧👩‍👦,mikewickett,"Husband to Leigh.
Father of 3.
Stay-at-home DAD. Podcaster.
I used to be on the radio.
Candy lover. Mute button user. #FamilyFirst",2/25/2009 23:54,11198,"West Des Moines, IA",41.5645337,-93.7595281,,United States of America,North America,Iowa,IA,17:38.9,,joe_biden
10/16/2020 1:41,1.32E+18,#Iowa #Covid19 update: 18 counties above 15% on rolling 14 day infection average. 11 are in NW #Iowa. 6 are in southern Iowa. 1 is in NE #Iowa. All but one are rural with poor quality broadband &amp; lousy access to public service info on #Covid. All voted #Trump in 2016. #IaPolitics,17,9,Twitter for Android,45413198,Bob Krause,KrauseForIowa,"Veteran Activist & Observer. frmr Carter Admin, frmr Senate candidate for Iowa. Prez at Veterans National Recovery Center.   RT is not   agreement.",6/7/2009 20:12,37722,Iowa,41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,18:05.4,,joe_biden
10/16/2020 2:10,1.32E+18,That #lady behind #Trump was #paid for sure lol.,0,0,Twitter for Android,1.24E+18,Tyrel Frazier,OTRbandTyrel,"Drummer & Manager for Midwest Rock band Over The River
@OTRbandOfficial",3/25/2020 17:45,108,"Council Bluffs, IA",41.2621283,-95.8613912,,United States of America,North America,Iowa,IA,23:19.7,,joe_biden
10/16/2020 2:16,1.32E+18,Anybody notice that #Trump uses his hands to try and shrink people when he's uncomfortable? #TrumpIsScared #TrumpIsNotWell,0,0,Twitter for Android,1.24E+18,Tyrel Frazier,OTRbandTyrel,"Drummer & Manager for Midwest Rock band Over The River
@OTRbandOfficial",3/25/2020 17:45,108,"Council Bluffs, IA",41.2621283,-95.8613912,,United States of America,North America,Iowa,IA,24:06.7,,joe_biden
10/16/2020 2:17,1.32E+18,"BREAkING: 59,703 new #COVID19 cases reported  in the US on Oct 14 &amp; 1009 deaths.  8.2m Americans have been infected &amp; 218,000 have died.  #Covid_19  #CoronaVirusUpdates #coronavirus  #Trump #Biden #pelosi #McConnell",0,0,Twitter for iPhone,19472500,Brad Minnick,bjminnick,independent political observer & former diplomat whose journey continues in small town USA!,1/25/2009 1:17,196,"Clayton, NY",42.8547706,-91.3667151,,United States of America,North America,Iowa,IA,24:11.2,,joe_biden
10/16/2020 2:40,1.32E+18,#trump #ladyintheredmask https://t.co/cnrITnValx,3,2,Twitter Web App,874795292,Laura Carlson,lauracarlsonia,#Jesus #homeschool #2A #KAG  #womenfortrump #MAGA I'm not interested in dates or DM. I'm interested in keeping our republic.,10/12/2012 2:41,1832,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,27:12.9,,joe_biden
10/16/2020 2:40,1.32E+18,"He [Trump] mocks evangelicals behind closed doors.
Senator Ben Sasse 
#trump",0,0,Twitter for iPad,1.02E+18,Iowa Senior Citizen,SeniorIowa,,7/13/2018 21:29,3,"Des Moines, IA",41.5910323,-93.6046655,Des Moines,United States of America,North America,Iowa,IA,27:14.4,,joe_biden
10/16/2020 2:41,1.32E+18,Biden gets comfy stuffed chair. They stick #Trump on a stool. https://t.co/h6sz72JyCB,0,0,Twitter for Android,586308135,🇺🇸 IowaCommonSense 🇺🇸,CommonSenseGuy2,"Patriotic retired LEO guided by wisdom gained thru experience, common sense & concern for USA. Pic HQ IA National Guard (Photo by E)",5/21/2012 3:55,4373,"Central Iowa, USA ",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,27:26.0,,joe_biden
10/16/2020 3:24,1.32E+18,Our shirts don’t care about your political affiliation. We’ll keep rolling out our like to both #democrats and #republicans! #biden #aol #americalonline #president #maga #trump #trump2020 #trendingclothingco https://t.co/yO9345Lc9l,0,0,Twitter for iPhone,1.31E+18,Trending Clothing Company,trendclothingco,#Trending. #Comfy. #Shirts,10/8/2020 11:45,0,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,32:54.4,,joe_biden
10/16/2020 3:27,1.32E+18,Tweeting about this silliness while the NY Post scoops your paper about Hunter Biden...proves #Trump's point perfectly. Trump right all along and was impeached (punished) for it by the commies. One of hugest political stories &amp; enemy media is stone silent. https://t.co/ZhZ16WYWbI,0,0,Twitter for Android,586308135,🇺🇸 IowaCommonSense 🇺🇸,CommonSenseGuy2,"Patriotic retired LEO guided by wisdom gained thru experience, common sense & concern for USA. Pic HQ IA National Guard (Photo by E)",5/21/2012 3:55,4373,"Central Iowa, USA ",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,33:20.9,,joe_biden
10/16/2020 3:29,1.32E+18,"What type of voter are you in 2020? #Biden #Trump #vote #TrumpvsBiden retweet for more votes. (16 is 2016 as in who you voted for that year, 20 is 2020 who you are voting this election)",0,1,Twitter for iPhone,261358570,Patrick Finnegan,finnegap,"When I am afraid, I will trust in you. Psalm 56:3 Conservative, political junkie, love my family, love God, life is good! Cyclone fan. Dog dad to Dempsey 🐾",3/5/2011 20:03,197,"Des Moines, Iowa",41.5910323,-93.6046655,Des Moines,United States of America,North America,Iowa,IA,33:33.2,,joe_biden
10/16/2020 4:40,1.32E+18,To everyone who is upset with Savanah Guthrie being such a big tough meany at #trumptownhall maybe #Trump being an asshole before he even arrived had something to do with it. 🤷🏽‍♀️ https://t.co/4dTMS1rtPN,8,1,Twitter for Android,117832513,Amarie,GBPackPrincess,👑 #TheResistance #BlueWave2020 #impeach,2/26/2010 19:26,490,"Waterloo, IA",42.4979693,-92.3329637,Waterloo,United States of America,North America,Iowa,IA,40:32.0,,joe_biden
10/16/2020 6:22,1.32E+18,"Curious, was all news before Trump real news? Asking for all 80s 90s rappers. #Trump #biden #QAnons",0,0,Twitter for iPhone,7.90E+17,Raj Singh Comedy,RajSinghComedy,fb & instagram @rajsinghcomedy                  inquiries:rajsinghcomedy@gmail.com,10/24/2016 0:10,74,"Waterloo, Ontario",42.4979693,-92.3329637,Waterloo,United States of America,North America,Iowa,IA,47:55.7,,joe_biden
10/16/2020 6:49,1.32E+18,Wow the #TownHall for #DonaldTrump was a fucking joke because the interview was more a like a #debate because they kept asking Donald Trump the same questions then most of the people asking him questions was #bidenvoters then the interview was acting like a #bidensupporter. https://t.co/hAWijW31pt,0,0,Twitter for Android,1.17E+18,T W,KallinTTBB,I'm a Black Bear that's a gamer and supporters #blackbearlivesmatter and I'm always a victim in the fortress. my pronouns are fuzzy wuzzy & fluff balls.,9/17/2019 6:17,50,"Millerton, NY",40.8494478,-93.3054885,,United States of America,North America,Iowa,IA,49:40.6,,joe_biden
10/16/2020 7:00,1.32E+18,"#donaldtrump ""Why GEORGE SOROS Is Getting BANNED from MORE COUNTRIES!!!"" on YouTube https://t.co/480JyjIaTN",0,0,Twitter Web App,3192640237,Renee V.,smiles_52301,,5/11/2015 23:38,22,"Iowa, USA",41.9216734,-93.3122705,,United States of America,North America,Iowa,IA,50:18.7,,joe_biden
